code,barcode2,name,unit
6935205304704,,กระดาษโน๊ต deli No.11402 (24ชิ้น),กล่อง
4746820750,8851907296117,ปากกาเจลลูลอยด์ Quantum 007 Pearl หมึกแดง 0.7 (50ด้าม/กระบอก),กระบอก
FAH64006853,4741431,ถุงหูหิ้วตราดาว บาง 8x16 *10ห่อ,มัด
FAH64000114,4740301,สมุดฉีก 5A ชมพู *50ล,แพ็ค
47465014901,8851673238106,โบว์ผีเสื้อ18มิล สีเงิน PRM18-2SV,แพ็ค
4746922477,18851907273160,ดินสอสีแท่งยาว Master Art 24สี (12กล่อง/แพ็ค),แพ็ค
47465013604,,แฟ้มกระดุมF4 BR TAF004 (12ชิ้น/แพ็ค),แพ็ค
4740443,,พู่กันแบนขนดำไทยแหลมทอง #18 *12ช,แพ็ค
8851907292416,,ยางลบ ควอนตั้มERSER QE600-50Tier  50ก้อน/กล่อง,กล่อง
FAH64006661,8859262300067,เบตาดีน 30cc. *12ก,แพ็ค
4740085,,สมุดโน๊ตริมลวดปกดำ ER1039 *6ล,แพ็ค
4746718362,,ธงฉลอง 72พรรษา ร.10 / 60*90(10ผ),แพ็ค
FAH64000923,28851907097046,กาวแท่งสติ๊กโก้40g. ตราช้าง NON TOXIC (10ชิ้น),กล่อง
47464012380,,แก้วเซรามิค*12ใบ*ลายหินอ่อน*แมวเหมียว,แพ็ค
FAH64006862,4741475,ถุงหูหิ้วตราดาว บาง 7x15 *10ห่อ,มัด
4746617607,8850172440263,ไหมพรมG-5001-1/15กรัม สีขาว*12,แพ็ค
FAH64000162,4741335,บัตรรถ No.2 *50ล,แพ็ค
47465014858,8851907301125,กบเหลาดินสอ เอลเฟ่น ลูกกวาด EF-S4 (48ชิ้น/กระปุก),กระปุก
FAH64000698,4740920,ธงชาติ 60x90cm. 10ผืน/แพ็ค,แพ็ค
6971169561661,,ปากกาลูกลื่น0.5แดง ไอติมLP200 *12ด,กล่อง
4746617066,8851928894613,สติ๊กเกอร์ตีเส้น Croco ขอบตรง 5มม.x9หลา (12ม้วน/แพ็ค),แพ็ค
47466016403,18851907140899,พู่กัน Master Art จิตรกรน้อย กลม เบอร์ 00 10ด้าม/แพ็ค,แพ็ค
4746922844,,แปรงสีฟันเด็ก FRESHLY No.135 (12ด้าม/แพ็ค),แพ็ค
4746821151,,เนื้อในแฟ้มประวัติพนักงานเทศบาล(สีเหลือง) (100เล่ม/แพ็ค),แพ็ค
28851907271859,,ปากกาลบคำผิด4มล.มาเมะโกมะ *12ช,กล่อง
4740009,,ดินสอดำHBม้า*H-2200 *12ก,กุรุส
FAH64006438,8851673238168,โบว์ผีเสื้อ30มิลสีทอง PRM30-1GL *10ช,แพ็ค
18851907030916,,พู่กันมาสเตอร์อาร์ต No.3 *10ท,แพ็ค
28851907272740,,เน้นข้อความ2หัวควอนตั้มQH790เหลือง/ม่วง*12ด,กล่อง
4746617605,8850172440348,ไหมพรมG-5001-9/15กรัม สีน้ำเงิน*12,แพ็ค
47465013674,8854104985437,แฟ้มสัมมนา No.4*แพ็ค12,แพ็ค
47465012945,8851907265649,แฟ้มซองพลาสติก Elephant 405A4 เหลือง (12ชิ้น/แพ็ค),แพ็ค
47464011147,8935001879701,ปากกา Flexoffice หมึกน้ำมัน 0.7มม. FO-024 หมึกน้ำเงิน (12ด้าม/กล่อง),กล่อง
47464011352,5586400000871,ซองซิปB6 คละสี HX-8343*12ช.,แพ็ค
47465014740,8935001892373,ปากกา flexoffice หมึกน้ำมัน Touchie 0.7มม. FO-GELB022 หมึกดำ (36ด้าม/กล่อง),กล่อง
4895151527522,,ปากกาชาร์ปี้ไฟน์ สีแดง *6ด,กล่อง
4746718840,,ปากกาลูกลื่นเดรส อัพ0.5 Quantum ซิบบิลแอนฟลาวเวอร์ BLUE*50ด้าม,กระปุก
4746821952,,แฟ้มซองกระดุม MT A4 HP-OS08 (12ชิ้น/แพ็ค),แพ็ค
FAH64000221,4742325,ใบเสร็จรับเงิน #2 ฟลามิงโก้ *25ล,แพ็ค
47464011300,28851907289939,ปากกาควอนตั้ม*โยเกิร์ต0.5*นง.คละสี*12ด.,กล่อง
4746820854,8853042000277,สำลีชุบเอทิลแอลกอฮอล์70% แอลซอฟฟ์คอตตอน (12แผง/กล่อง),กล่อง
8809331230115,,ปากกาลูกลื่นฟลอรัล0.38 FASTER CX910 แดง (12ด้าม/กล่อง),กล่อง
6947503718053,,ปากกาหมึกเจลสีน้ำเงิน0.5 Q7A *12,กล่อง
8809061709318,,JAVA ไวท์บอร์ด แดง *12,กล่อง
9556089007702,,ปากกาน้ำเงิน0.5(ม่วง) GRIP X P5 *10ด,กล่อง
4746617871,8859196111500,เทปผ้า Armstrong 36mmx8 สีเขียวอ่อน (8ม้วน/แพ็ค),แพ็ค
8809331231273,,ปากกาลูกลื่น0.38 CX915 ม่วง *12ด,กล่อง
FAH64000142,4740968,กระดาษชาร์ทสีใหญ่คละสี (5แผ่น),ม้วน
47465013272,,กระดาษแข็งA4 350g./10แผ่น ชมพู*12ห่อ,โหล
6951956951417,,ปากกาลูกลื่นเจล0.7 FASTER CX514-FAN น้ำเงิน (12ด้าม/กล่อง),กล่อง
47464012376,8859258302822,ผ้าเช็ดหน้าเนื้อนอก15*30*12ผ.,โหล
47464012667,28851907285498,ปากกาควอนตั้มเจลลูลอยด์*สมูท0.7*สีน้ำเงิน*12ด.,กล่อง
8854889000628,,ปากกาปลอกสีน้ำเงินMP877 *50ด,กระปุก
FAH64007366,8851673181563,ซองน้ำตาลบับเบิ้ล XL SPB-39 *25ซ,แพ็ค
47466016568,8887549084089,ถ่านพานาโซนิค R14NT/2SL (C)*12พ,กล่อง
FAH64000222,4742326,ใบเสร็จรับเงิน #1 ฟลามิงโก้ *25ล,แพ็ค
8854888011144,,ปากกา MAPLES 0.5มม. MP311 หมึกน้ำเงิน (50ด้าม/กระบอก),กระบอก
4746719434,8858741720273,เทปลบคำผิด DoubleA CTD-E065*12ชิ้น,กล่อง
FAH64000695,4740917,ธงชาติ50x75cm.*10ผ,แพ็ค
4741723,,ปากกาเจล0.5mm. 47740 *12,กล่อง
4746820595,,เฮลซ์บลูบอย น้ำหวานเข้มข้น 710มล. (12ขวด/ลัง),ลัง
18851907277243,,สมุดริมลวดตราช้างWPP-121T เขียวอ่อน *10ล,แพ็ค
28854556008036,,ดินสอติ๊กกี้0.5+ไส้2B rotring *12ช,กล่อง
6947503724696,,ไส้ปากกาเจลกดสีดำ0.5 G5B *20ช,กล่อง
4005400911877,,ปากกาไฮไลท์สีแดง เฟเบอร์ *10ด,กล่อง
610619084037,,ปากกาเพ้นท์ใหญ่SAKURA ฟ้า *12,แพ็ค
FAH64000075,4711734858015,ปากกาไวท์บอร์ด S500 แดงSDI *12ด,กล่อง
4746618052,8859196111647,เทปผ้า Armstrong 48mmx8 สีขาว*6,แพ็ค
4746618144,28851907306049,ควอนตั้มปากกาเจลลูลอยด์ LOFT 0.5*สีน้ำตาล *12ด,กล่อง
FAH64000093,4740146,ฟลามิงโก้ใบส่งของคาร์บอน 2ชั้น #1 *10ล,แพ็ค
FAH64000418,4743173,ธงราชินี(สท)40x60 *10ผ,แพ็ค
FAH64000904,16921734920154,ใบมีดคัตเตอร์ปลายแหลม Deli No.2015 (36หลอด/กล่อง),กล่อง
FAH64005069,4743087,กระดาษสาห่อเหรียญKiddy *10ห,แพ็ค
4741828,,สมุดปกแข็งริมลวดHR201 *3ล,แพ็ค
4715419813009,,รีฟิลเทปลบ 5mmx6m faster R-C649 (12ชิ้น/กล่อง),กล่อง
6973504005847,,ดินสอดำ Deli 2B COMIKO C011-2B (12ด้าม/กล่อง),กล่อง
8851023006683,,ปากกาเพ้นท์ใหญ่SAKURA ดำ B-49 *12ด,แพ็ค
47465012885,8809340646532,ปากกาลูกลื่น Faster CX518 *12ด,กล่อง
4746820782,,ซองซิปคู่A6 DILOK #SRB1006 คละสี (12ชิ้น/แพ็ค),แพ็ค
4741726,,ดินสอHBสูตรคูณสีชมพู เฟเบอร์ *12ก,แพ็ค
47464012042,,สมุดโน๊ตเย็บลวดB5*NF3G-252*12ล.,แพ็ค
6947503727062,,ปากกา M&G หมึกเจล 1.0มม. AGP13604 หมึกดำ (12ด้าม/กล่อง),กล่อง
4746617477,8851907304355,ควอนตั้ม ปากกาสเก็ตแฟนซีเหมียวเหมียว *50,กระปุก
4746821430,18851907326231,ดินสอดำ Quantum HB QP-9404 (12กล่อง/แพ็ค),แพ็ค
47464012378,,แก้วเซรามิค*12ใบ*ลายการ์ตูน*แมวเหมียว,แพ็ค
6971169560817,,ปากกาลูกลื่น0.5แดง สวีต โหมด LP200 *12ด,กล่อง
47464010941,8852413459423,กระดาษ IdeaWork A3*80แกรม 2500แผ่น*ลัง,ลัง
FAH64000434,4743399,แฟ้มกระดุมF4คละลาย JBF004 *12ช,แพ็ค
FAH64006442,8851673238205,โบว์ผีเสื้อ30มิลสีม่วง PRM30-5V *10ช,แพ็ค
6935840913644,,ปากกาลูกลื่น Faster CX510 0.5 น้ำเงิน (12ด้าม/กล่อง),กล่อง
610531105654,,จานสีพลาสติกทรงกลม11ช่อง 416-419 *36ช,แพ็ค
FAH64001164,4711734822702,คลิปดำ SDI 15mm. 0227(113) (12กล่อง),กล่อง
6941025118063,,ปากกาน้ำเงิน0.7 SuperOiball A9 *40,กระปุก
4746617965,,ธงภปร.60x90 *10ผืน,แพ็ค
4743422,,สมุดนักเรียน สพฐ HI-TECH เส้นคู่ 40แผ่น (30โหล/ลัง),ลัง
FAH64004830,4742459,ริบบิ้นตรานกยูงขอบทองคละสี *10ม,แพ็ค
4740127,,ฟลามิงโก้สมุดฉีกขาวมีเส้น #36/100 *24ล,แพ็ค
6951956951318,,ปากกาลูกลื่นเจล 0.5 FASTER CX513 น้ำเงิน (12ด้าม/กล่อง),กล่อง
8809061706829,,JAVA ปากกาลูกลื่นแดง 0.7mm.*12ด,กล่อง
4746719885,18851907183681,อินเด็กซ์แบ่งตามหัวข้อด้วยสี Elephant 12หัวข้อ No.520 (12ห่อ/แพ็ค),แพ็ค
4746718515,38850304013199,ทรานสพอร์ เทปแต่งแผลชนิดใส NEXCARE 1นิ้ว*10หลา 1*12ม้วน,กล่อง
4746922842,,แปรงสีฟันเด็ก FRESHLY No.832 (12ด้าม/แพ็ค),แพ็ค
4742966,,42966 ปากกามาร์คเกอร์2หัว275-4 บานเย็น *12ด,กล่อง
FAH64001013,3388548880658,กาวแท่ง8g.deli A200 *12ช,กล่อง
8851023013421,,พู่กันกลม I-PAINT #1 (12ชิ้น/แพ็ค),แพ็ค
FAH64001616,4743760,ซองชมพู*7/125*ถุงแก้ว*(1*500),กล่อง
28851907254005,,ปากกาเน้นข้อความควอนตั้มGH760 เหลือง *12ด,กล่อง
4746719832,8851771623576,จานทรงลึก BEST BUY P9002-8 ครีมขาว (12ใบ),แพ็ค
FAH64000705,4741060,ธงชาติ40x60cm.*10ผ,แพ็ค
4746822060,,ซองซิปตาข่าย 12x24ซม. คละสี (12ชิ้น/แพ็ค),แพ็ค
10084511320175,,ปากกาเจลลี่โรล มูลไลท์ เขียว XPGB431 *12ด,กล่อง
4740104,,สมุดฉีก ตราไก่ No.4 (20เล่ม/แพ็ค),แพ็ค
47465015448,,ใบเสร็จรับเงิน No.1 ชนิดคาร์บอนในตัว2ชั้น VSK*10เล่ม,แพ็ค
6941458323621,,ปากกาตัดเส้นสีดำ0.1 M&G *12ด,กล่อง
8851023013612,,พู่กันพัด I-PAINT #6 (6ชิ้น/แพ็ค),แพ็ค
6941458323591,,ปากกาตัดเส้นสีดำ0.05 M&G *12ด,กล่อง
4746617486,8851907265724,แฟ้มซองพลาสติก Elephant 405A4 น้ำเงิน (12ชิ้น/แพ็ค),แพ็ค
4746617914,072512167267,ไส้ปากกาหัวเข็ม Energel 0.5มม. LRN5-B สีแดง (12ชิ้น/กล่อง),กล่อง
FAH64005266,4743501,ผ้าเช็ดมือการ์ตูนแบบแขวน คละลาย *12ผ,แพ็ค
47464012020,16921734900149,deliลวดเย็บกระดาษ23/23 0014*5ก,แพ็ค
4746617584,084511305236,ยางลบFoam SAKURA XRFW-200 (10ก้อน/กล่อง),กล่อง
FAH64001556,4742879,กรรไกร KTV 9นิ้ว No.6906 (12ชิ้น/กล่อง),กล่อง
47464012011,,ใบส่งของSSBNo.2ประเภท2ชั้น*คาร์บอนในตัว*10ล.,แพ็ค
47464012552,38850304002612,ทรานสพอร์เทปแต่งแผลชนิดใส Nexcare ขนาด 1นิ้วx5หลา (12ม้วน/กล่อง),กล่อง
610714111359,,พู่กันไลน์เนอร์ I-PAINT #Os (12ชิ้น/แพ็ค),แพ็ค
6935205372185,,ปากกาลูกลื่นน้ำเงิน0.7 deli EXTREAM (50ด้าม/กระปุก),กระปุก
9555684638144,,ปากกาลูกลื่น1423/สีดำ0.7เฟเบอร์ *30ด,แพ็ค
4746719676,6953787304387,ปากกา M&G หมึกเจล Q7 0.5มม. AGP30173 หมึกแดง (12ด้าม/กล่อง),กล่อง
8851552201610,,ปากกาเคมี2หัว Horse สีน้ำเงิน (12ด้าม/กล่อง),กล่อง
4746923078,28851907146850,ลวดเย็บกระดาษ Elephant No.23/13H (10กล่อง),กล่อง
4740004,,MPปากกา 3in1 Maples 917A *36,กล่อง
FAH64000947,28851907145839,45839 ลวดเย็บกระดาษ No.3 (24/6) *24ช*ตราช้าง,กล่อง
4741349,,กระดาษรายงานมีเส้น/30ผ NL703 *12ห,แพ็ค
4746820326,8935324031176,ปากกาเจล flexoffice QUICK DRY 0.5 FO-GEL033 สีน้ำเงิน (10ด้าม/กล่อง),กล่อง
4746821453,,บิลส่งของ BOSTON ชนิดคาร์บอนในตัว ประเภท2ชั้น No.202 (10เล่ม/แพ็ค),แพ็ค
4746922955,,แก้วน้ำพลาสติก No.10(4G) (12ใบ/แพ็ค),แพ็ค
9555684652331,,ปากกาดำ0.7CX PLUS เฟเบอร์ *10ด,กล่อง
4746820586,8850172512403,ไหมพรมG-5003-12/40กรัม สีคุกกี้สีน้ำตาล (12ชิ้น/แพ็ค),แพ็ค
47465014806,8801067092241,ปากกาเน้นข้อความ คัลเลอร์ฟูล สีเหลือง06*12pcs,กล่อง
8851907266059,,ดินสอดำ 2B เอลเฟ่น 2018 12แท่ง/กล่อง,กล่อง
4902506059086,,ปากกาลบคำผิด ชนิดหัวปากกา Pentel 4.2มล. ZL102-WBT (12ชิ้น/กล่อง),กล่อง
FAH64006859,4741470,ถุงหูหิ้วตราดาว บาง 12x20 *10ห่อ,มัด
610605152237,,กระเป๋าดินสอ AVG-B207 *12ช,แพ็ค
FAH64003571,8854246007239,ปากกาไวท์บอร์ด Monami หัวกลม สีดำ (12ด้าม/กล่อง),กล่อง
4742216,,ไม้บรรทัดDeli 00302 *30ช,กล่อง
47464012050,,สมุดโน๊ตเย็บลวดA5*NF3D-154*ลายจุด*12ล.,แพ็ค
610313091342,,สมุดฉีกไก่เล็ก No.4 *600ล,ลัง
FAH64007884,8887549084119,ถ่านพานาโซนิคAAA RO3NT/2SL *30คู่,กล่อง
47466016896,SONC8790,โซ่ไข่ปลาคละสี 10 ซม. 1*1000 เส้น,ถุง
6925282282545,,ปากกกดน้ำเงิน Super Oilball A2 *40ด,กระปุก
47464011392,18851907293649,สมุดร้อยปอนด์A6*เรนาซองซ์(เรียบ)R.207*6ล.,แพ็ค
47466017028,8802203061664,ปากกา DONG-A ลูกลื่น MY-Gel Q หมึกดำ (12ด้าม/กล่อง),กล่อง
FAH64006669,8879398000068,"ผ้าก๊อต ไวท์ พลูม 4""x4"" *10ห",กล่อง
47464011601,,ดินสอต่อไส้Disney Frozenll*FRN-1311(แพ็คคู่)ม่วง*2ด.,แพ็ค
4746821956,,แฟ้มซองกระดุม MT A4 SM-OS08 (12ชิ้น/แพ็ค),แพ็ค
47465014654,884851017154,ปากกาหมึกเจลแบบกด Pentel ENERGEL BL80-CX 1.0mm. หมึกน้ำเงิน (12ด้าม/กล่อง),กล่อง
4746617488,,ปากกาเจลกด0.5 แดง Domi DM-911*12,กล่อง
8935001878995,,ปากกาหมึกน้ำมันแบบกด0.7 Flexoffice FO-GELB09 หมึกน้ำเงิน(x50),กระปุก
47466016454,,คาร์บอนฟิล์มน้ำเงิน ซัฟไฟล์*5แผ่น,แพ็ค
FAH64000970,28851907226781,"กรรไกรเด็ก ตราช้าง 4""3/4นิ้ว ลายจระเข้ (12ชิ้น/กล่อง)",กล่อง
FAH64000706,4741061,ธงสก.(ฟ้า)40x60cm.*10ผ,แพ็ค
3086123244030,,ปากกา Orange NS Fine EZG 0.7 สีดำ*50,กล่อง
FAH64000461,4743879,บิลเงินสด SSB No.2 ประเภท2ชั้น คาร์บอนในตัว (10เล่ม/แพ็ค),แพ็ค
FAH64001071,4711734020801,"SDIสปริงคลิ๊บนิเกิ้ล 0208 3"" *12ช",กล่อง
28851907286495,,ปากกา Quantum หมึกเจล Bunny 0.5มม. หมึกน้ำเงิน (12ด้าม/กล่อง),กล่อง
FAH64000232,4742830,สมุดบัญชี2Aปกน้ำเงิน *6ล,แพ็ค
47465014802,8801067092203,ปากกาเน้นข้อความ คัลเลอร์ฟูล สีชมพูอ่อน02*12pcs,กล่อง
4746617900,18851907285507,ปากกา ควอนตั้ม เซนส์ 0.29 หมึกดำ 12/แพ็ค,แพ็ค
8809419815340,,JAVA ปากกา Naong 0.38mm. นง. *12ด,กล่อง
FAH64003773,4740395,ไหมพรมนกยูง40กรัม คละสี *5ม,แพ็ค
47465012898,6921734990617,ดินสอดำ2B Deli C012-2B (12ด้าม/กล่อง),กล่อง
4007817832523,,ปากกามาร์เกอร์ เมเทลิค นง. *10ด,กล่อง
4743722,,ปากกาลูกลื่น 0.5 OG-5676 น้ำเงิน *12ด,แพ็ค
47465013312,8851907265212,ตราช้าง แฟ้มกระเป๋าซองตาไก่ 431F ฟ้า*12ช,แพ็ค
4746617883,8859196111661,เทปผ้า Armstrong 48mmx8 สีเหลือง*6,แพ็ค
4746617861,8859196111463,เทปผ้า Armstrong 36mmx8 สีน้ำเงิน*8,แพ็ค
FAH64003858,4740703,ริบบิ้นฟาง#2 ตราระฆังคละสี *10ม,แพ็ค
47465015936,8904054780869,ปากกาเจล 0.5 น้ำเงิน O-Second-clear*12pcs,กล่อง
4746718872,,"เทปกระดาษกาวย่น LOUIS #M245 3/4"" X 20Y *16ชิ้น",แพ็ค
4746617853,8859196117069,เทปผ้า Armstrong 24mmx8 สีม่วง (12ม้วน/แพ็ค),แพ็ค
FAH64002475,8851773451337,"ซองน้ำตาล KTV 9x12-3/4"" *50 KA",แพ็ค
4007817832547,,ปากกามาร์เกอร์ เมเทลิค เงิน *10ด,กล่อง
FAH64000896,13154144725108,กรรไกรมือซ้าย Maped 3D 4นิ้ว (12ชิ้น/กล่อง),กล่อง
FAH64000946,28851907145822,ลวดเย็บกระดาษ Elephant No.35 (26/6) (24กล่อง),กล่อง
4742974,,ปากกามาร์คเกอร์2หัว275-20 ดำ *12ด,กล่อง
FAH64000900,16921734900170,ลวดเย็บกระดาษ deli 23/17 No.0017 (5กล่อง/แพ็ค),แพ็ค
8851433000424,,จานสีเบอร์3ออร์ก้าWT-3 *6ช,แพ็ค
FAH64006444,8851673238229,โบว์ผีเสื้อ30มิลสีเขียว PRM30-7G *10ช,แพ็ค
FAH64000916,18851907133006,ฟิล์มอินเด็กซ์ Elephant 5สี 25แผ่น 12x50มม. (12ชิ้น/กล่อง),แพ็ค
47464011075,,FMเทปลบคำผิดรุ่นE 5mmx6m คละสี*12ช.,แพ็ค
FAH64002388,8851673214001,แฟ้มซองกระดุมA4 HC1126*12,โหล
47465016290,,เทปโฟมกาว2หน้า LOUIS 21mmx5เมตร*6ม้วน,แพ็ค
FAH64002273,8851552108612,ลวดเย็บกระดาษ MAX No.10-1M (24กล่อง),กล่อง
FAH64004649,4741977,กรวยดอกไม้No.2(ปากแคบ)*100ช,ห่อ
47466016639,8851907265366,แฟ้มซองกระดุม Elephant 425F ฟ้า (12ชิ้น/แพ็ค),แพ็ค
47465013045,,ถุงช้อปปิ้ง SY214-S*12,แพ็ค
6947503725709,,6947503725679] ไส้ปากกาเจล M&G AGR67017 1.0 น้ำเงิน (20ชิ้น/กล่อง),กล่อง
47464011735,,ถุงกระดาษน้ำตาล*DOMON*FF-056(L)*12ช,แพ็ค
4746719800,,แปรงสีฟันเด็ก FRESHLY No.595(12ด้าม/แพ็ค),แพ็ค
FAH64000077,4711734858039,ปากกาไวท์บอร์ด S500 ดำSDI *12ด,กล่อง
47466016533,,แฟ้มซองกระดุมF4 MT SFA-OS07 (12ชิ้น/แพ็ค),โหล
18851907162235,,มาสเตอร์อาร์ตดินสอสีจัมโบ้ ซุปเปอร์ซอฟท์ 12สี *12,โหล
4740813,,AH ปากกาเจล0.5mm. 82050*12ด,แพ็ค
FAH64000703,4740926,ธงสธ.(ม่วง)60x90cm.*10ผ,แพ็ค
14895151494241,,เทปลบคำผิด เปเปอร์เมท 5mm.x8.5m. (12ชิ้น/กล่อง),กล่อง
9555684650900,,ยางลบDust Free สีน้ำเงินเฟเบอร์ *24ช,กล่อง
FAH64001070,4711734020702,"SDIสปริงนิเกิ้ล 0207 4"" *12ช",กล่อง
4743699,,สมุดฉีกใหญ่(หนา) ไม่มีเส้น *20ล,แพ็ค
4007817047187,,สีเทียน ซุปเปอร์จัมโบ้ 12สี สเต็ดเล่อร์ 2260NC12 *12กล่อง,แพ็ค
4746617829,,ดินน้ำมันไร้สารพิษ ไดโนเสาร์/ยีราฟ คละสี (12ก้อน/แพ็ค),แพ็ค
4746617855,8859196117038,เทปผ้า Armstrong 24mmx8 สีแดง (12ม้วน/แพ็ค),แพ็ค
4746617995,,พู่กันกลม ไทยแหลมทอง #0 *12ด,แพ็ค
FAH64001575,4742995,ตราช้างแฟ้มสันแคบ 125 A4 ดำ *24ล,โหล
47465013342,8851673261074,ดินสอต่อไส้ คิตตี้แพ็ค48 KT-1748,กระปุก
4895151527539,,ปากกาชาร์ปี้ไฟน์ สีน้ำเงิน *6ด,กล่อง
8996028103781,,ปากกาลูกลื่นเจล Soft NX Plus0.38 นง. *12,กล่อง
100845113740000,,สีชอล์ค SAKURA XEP-25A *24ก,แพ็ค
6925282220141,,M&G หมึกดำหัวเข็ม 0.05 *10ด,กล่อง
8850508023139,,ปากกาน้ำเงิน0.5 Lancer825 *50ด,กระปุก
8809115125514,,ปากกาลูกลื่นบับบี้บอล0.38 Faster CX515 น้ำเงิน (12ด้าม/กล่อง),กล่อง
47464012036,,สมุดบัญชี*DP3DM-110คละสี*3ล.,แพ็ค
4007817524701,,ยางลบ STAEDTLER สีขาว (50ก้อน/กล่อง),กล่อง
4746922840,,แปรงสีฟันเด็ก FRESHLY No.835(12ด้าม/แพ็ค),แพ็ค
4743715,,ปากกาสีน้ำซูเปอร์ไซน์เพน เหลือง *12ด*โมนามิ,กล่อง
FAH64000760,4743201,กาวน้ำM.Y 30ml. *24ช,กล่อง
47465015358,4007817104781,ดินสอดำ 3B สเต็ดเล่อร์ (12แท่ง/กล่อง),กล่อง
4746820565,8850172512366,ไหมพรมG-5003-8/40กรัม สีเขียวมะนาว (12ชิ้น/แพ็ค),แพ็ค
47465013825,18851907277274,สมุดสพฐ*เส้นเดี่ยว*80แผ่น*ตราช้าง*C-103*12เล่ม,แพ็ค
FAH64000700,4740923,ธงวชร. 60x90cm. 10ผ,แพ็ค
4746820713,6953787304424,ปากกา M&G หมึกเจล Q7 0.5มม. AGP30173 หมึกน้ำเงิน (12ด้าม/กล่อง),กล่อง
4746618195,38851907278152,แฟ้มโชว์เอกสาร Elephant A4 PF01 สีขาว (12เล่ม/ลัง),ลัง
47465014873,8851907243548,ปากกาเจลลูลอยด์ Quantum 007 HITZ หมึกน้ำเงิน 0.7 คละสี (50ด้าม/กระบอก),กระบอก
28851907166919,,มาสเตอร์อาร์ตปากกาสีเมจิก24สี *12พ,กล่อง
FAH64000206,4741886,หนังสือสัญญาจะซื้อขายหรือสัญญาวางมัดจำ*20ล,แพ็ค
47464012431,072512197653,ปากกาเจล0.7มม. Energel*สีน้ำเงิน*12ด,กล่อง
47464011942,,ดอกไม้จัดบอร์ดเล็ก*20ช.,แพ็ค
4742212,,ฟุตเหล็ก 24นิ้ว *12ช*ORCA,แพ็ค
28851907200538,,ปากกาลบคำผิด elfen MARE 4มล. (12ชิ้น/กล่อง),กล่อง
4746617887,8859196111692,เทปผ้า Armstrong 48mmx8 สีแดง*6,แพ็ค
8851907283506,,ปากกาเจลลูลอย Quantum HELLO 0.5mm. หมึกน้ำเงิน (50ด้าม/กระบอก),กระบอก
47466016308,8859683103018,M&G กระดาษห่อของขวัญmiffy*100แผ่น,แพ็ค
8935001883753,,ปากกาหมึกน้ำมันFlexoffice*แบบกด0.7*ดำ.50ด.,กระปุก
9555684638731,,ปากกาลูกลื่นเฟเบอร์0.5 RX5 สีดำ *30ด,กระปุก
6971169560800,,ปากกาลูกลื่น0.5น้ำเงิน สวีต โหมด LP200 *12ด,กล่อง
FAH64000912,16935205393439,กาวลาเท็กซ์40ml*A24310*12ข*deli,กล่อง
FAH64001554,4742866,แฟ้มกระดุมF4 KMF004 *12ช,แพ็ค
FAH64003386,8801456151825,ปากกาไวท์บอร์ด DONG-A แดง (12ด้าม/กล่อง),กล่อง
8851023006713,,ปากกาเพ้นท์เข็ม SAKURA ทองแดง *12,โหล
4746618233,28851907126838,ใบมีดตราช้าง รุ่น 1845 *18มม/10ชิ้น,กล่อง
47465015565,8859683102066,M&G ปากกาหมึกน้ำมัน0.7 A14 ABPW30A1*40pcs,กระปุก
18851907270947,,ปากกาน้ำเงินดริฟท์88.5 ตราช้าง0.5 *12ด,แพ็ค
47464012560,SPP800467,ไส้ปืนกาว BIM แท่งยาว ขาว (34ชิ้น/แพ็ค),แพ็ค
4740317,,สมุดโน๊ตปกแข็ง.DP262-002A 1*6,แพ็ค
FAH64002167,8851433011840,ปกรายงานอซิเตรท ORCA No.140 (100แผ่น/ห่อ),ห่อ
4746617135,884851006691,ปากกาหมึกเจลหัวเข็มแบบกด Pentel ENERGEL BLN105-BX 0.5mm. หมึกแดง (12ด้าม/กล่อง),กล่อง
9555684652256,,ปากกาแดง0.7CX PLUS เฟเบอร์ *10ด,กล่อง
FAH64001188,4711734922402,ลวดเย็บกระดาษSDI 23/24 1224 *10ก,แพ็ค
4746820993,8850092260385,น้ำยาปรับผ้านุ่ม ไฮยีน 500มล. (3ถุง/แพ็ค),แพ็ค
FAH64010766,4711734922006,SDI*ลวดเย็บกระดาษSDI23/20 1220*10ก.,กล่อง
4746617461,8851928881224,เทปกระดาษกาวสองหน้า Croco 24มมx10หลา (6ม้วน/แพ็ค),แพ็ค
28851907144702,,ควอนตั้มปากกาหัวสักหลาด QS120สีน้ำเงิน2.0mm.*12,กล่อง
6941682625126,,ปากกาลูกลื่น 0.5 faster CX512 น้ำเงิน (12ด้าม/กล่อง),กล่อง
FAH64003643,9556089003452,ปากกาไวท์บอร์ด FABER-CASTELL สีน้ำเงิน (10ด้าม/กล่อง),กล่อง
47464011076,,FMเทปลบคำผิดรุ่นD*5mmx6m คละสี12ช.,แพ็ค
47464011175,8850002015234,ยาสีฟันโคโดโมะ กลิ่นส้ม 40กรัม (6กล่อง/แพ็ค),แพ็ค
47465015942,8904054779153,ปากกาเจล 0.5 น้ำเงิน Radius happy-bl*12pcs,กล่อง
FAH64004030,4743041,ไข่จับฉลากเล็ก (20ใบ/ถุง),แพ็ค
47464011874,8801067432221,ปากกาลูกลื่น153*แทรเวล0.5*นง.ซิตี้ไวโอเลต*12ด.,แพ็ค
8935001883746,,ปากกาหมึกน้ำมัน Flexoffice FO-GELB09 แบบกด 0.7 แดง. (50ด้าม/กระปุก),กระปุก
